,time,knee_angle_r_moment,ankle_angle_r_moment,knee_angle_l_moment,ankle_angle_l_moment,time_prev_prev,time_prev,time_next,knee_angle_r_prev_prev,knee_angle_r_prev,knee_angle_r,knee_angle_r_next,ankle_angle_r_prev_prev,ankle_angle_r_prev,ankle_angle_r,ankle_angle_r_next,knee_angle_l_prev_prev,knee_angle_l_prev,knee_angle_l,knee_angle_l_next,ankle_angle_l_prev_prev,ankle_angle_l_prev,ankle_angle_l,ankle_angle_l_next
84,3.65,-25.80625712,-149.40899877,-20.70322092,-1.19113752,3.64,3.645,3.655,-8.9515105,-9.24531567,-9.545286,-9.85446617,5.35121415,5.18457144,4.98298183,4.75359075,-3.15278974,-3.62611761,-4.17635241,-4.77709469,-14.13664275,-13.92445012,-13.72326657,-13.54378873
85,3.655,-24.78219389,-149.07391614,-19.17458434,-1.07520905,3.645,3.65,3.66,-9.24531567,-9.545286,-9.85446617,-10.16665282,5.18457144,4.98298183,4.75359075,4.49657458,-3.62611761,-4.17635241,-4.77709469,-5.41503189,-13.92445012,-13.72326657,-13.54378873,-13.35560285
86,3.66,-23.66442462,-148.45540023,-17.56682486,-0.93508194,3.65,3.655,3.665,-9.545286,-9.85446617,-10.16665282,-10.48171302,4.98298183,4.75359075,4.49657458,4.18929121,-4.17635241,-4.77709469,-5.41503189,-6.0655063,-13.72326657,-13.54378873,-13.35560285,-13.22508267
87,3.665,-22.44034249,-147.52903811,-15.91962092,-0.77285639,3.655,3.66,3.67,-9.85446617,-10.16665282,-10.48171302,-10.82669477,4.75359075,4.49657458,4.18929121,3.87487823,-4.77709469,-5.41503189,-6.0655063,-6.69290976,-13.54378873,-13.35560285,-13.22508267,-13.13805149
88,3.67,-21.09586264,-146.27097328,-14.27166141,-0.5908293,3.66,3.665,3.675,-10.16665282,-10.48171302,-10.82669477,-11.18895209,4.49657458,4.18929121,3.87487823,3.50400234,-5.41503189,-6.0655063,-6.69290976,-7.31979041,-13.35560285,-13.22508267,-13.13805149,-13.10315565
89,3.675,-19.62814955,-144.65918529,-12.65871435,-0.3915009,3.665,3.67,3.68,-10.48171302,-10.82669477,-11.18895209,-11.56338524,4.18929121,3.87487823,3.50400234,3.13066741,-6.0655063,-6.69290976,-7.31979041,-7.88023905,-13.22508267,-13.13805149,-13.10315565,-13.19174461
90,3.68,-18.03341307,-142.67057837,-11.11195968,-0.17761797,3.67,3.675,3.685,-10.82669477,-11.18895209,-11.56338524,-11.95268665,3.87487823,3.50400234,3.13066741,2.67412162,-6.69290976,-7.31979041,-7.88023905,-8.39863483,-13.13805149,-13.10315565,-13.19174461,-13.4273102
91,3.685,-16.30662362,-140.28037112,-14.5503507,1.80941633,3.675,3.68,3.69,-11.18895209,-11.56338524,-11.95268665,-12.36058691,3.50400234,3.13066741,2.67412162,2.20074165,-7.31979041,-7.88023905,-8.39863483,-8.88531426,-13.10315565,-13.19174461,-13.4273102,-13.83378285
92,3.69,-14.44285017,-137.46269941,-14.44415215,3.12986704,3.68,3.685,3.695,-11.56338524,-11.95268665,-12.36058691,-12.79438929,3.13066741,2.67412162,2.20074165,1.66799992,-7.88023905,-8.39863483,-8.88531426,-9.30726924,-13.19174461,-13.4273102,-13.83378285,-14.4608739
93,3.695,-12.43876652,-134.18868412,-13.77853605,4.74794661,3.685,3.69,3.7,-11.95268665,-12.36058691,-12.79438929,-13.27343515,2.67412162,2.20074165,1.66799992,1.09842217,-8.39863483,-8.88531426,-9.30726924,-9.6864413,-13.4273102,-13.83378285,-14.4608739,-15.31693943
94,3.7,-10.29898215,-130.42779336,-12.09009433,6.56030671,3.69,3.695,3.705,-12.36058691,-12.79438929,-13.27343515,-13.76629874,2.20074165,1.66799992,1.09842217,0.47056435,-8.88531426,-9.30726924,-9.6864413,-10.058208,-13.83378285,-14.4608739,-15.31693943,-16.31286103
95,3.705,-8.03980063,-126.14653913,-9.06219467,8.4218444,3.695,3.7,3.71,-12.79438929,-13.27343515,-13.76629874,-14.3229032,1.66799992,1.09842217,0.47056435,-0.20433029,-9.30726924,-9.6864413,-10.058208,-10.41127417,-14.4608739,-15.31693943,-16.31286103,-17.44202226
96,3.71,-5.68036622,-121.32336852,-4.79947676,10.18040154,3.7,3.705,3.715,-13.27343515,-13.76629874,-14.3229032,-14.89962251,1.09842217,0.47056435,-0.20433029,-0.94436119,-9.6864413,-10.058208,-10.41127417,-10.8022049,-15.31693943,-16.31286103,-17.44202226,-18.56773461
97,3.715,-3.24362551,-115.95209176,0.26780467,11.69244489,3.705,3.71,3.72,-13.76629874,-14.3229032,-14.89962251,-15.54610873,0.47056435,-0.20433029,-0.94436119,-1.74422218,-10.058208,-10.41127417,-10.8022049,-11.22483722,-16.31286103,-17.44202226,-18.56773461,-19.63511349
98,3.72,-0.77585222,-110.03055138,5.73569156,12.84186024,3.71,3.715,3.725,-14.3229032,-14.89962251,-15.54610873,-16.22029125,-0.20433029,-0.94436119,-1.74422218,-2.63380465,-10.41127417,-10.8022049,-11.22483722,-11.70240795,-17.44202226,-18.56773461,-19.63511349,-20.51958563
99,3.725,1.64954046,-103.57015985,11.30331872,13.53951009,3.715,3.72,3.73,-14.89962251,-15.54610873,-16.22029125,-16.9475576,-0.94436119,-1.74422218,-2.63380465,-3.59905193,-10.8022049,-11.22483722,-11.70240795,-12.25743363,-18.56773461,-19.63511349,-20.51958563,-21.246415
100,3.73,3.94615603,-96.59472606,16.82995193,13.73999647,3.72,3.725,3.735,-15.54610873,-16.22029125,-16.9475576,-17.73151921,-1.74422218,-2.63380465,-3.59905193,-4.67290213,-11.22483722,-11.70240795,-12.25743363,-12.87613406,-19.63511349,-20.51958563,-21.246415,-21.72535207
101,3.735,6.03023681,-89.14285088,22.29311146,13.45740264,3.725,3.73,3.74,-16.22029125,-16.9475576,-17.73151921,-18.56786846,-2.63380465,-3.59905193,-4.67290213,-5.87544481,-11.70240795,-12.25743363,-12.87613406,-13.55553106,-20.51958563,-21.246415,-21.72535207,-21.94506344
102,3.74,7.82418916,-81.26879003,27.73098473,12.76539924,3.73,3.735,3.745,-16.9475576,-17.73151921,-18.56786846,-19.40147845,-3.59905193,-4.67290213,-5.87544481,-7.37200651,-12.25743363,-12.87613406,-13.55553106,-14.33659711,-21.246415,-21.72535207,-21.94506344,-21.78793411
103,3.745,9.25013028,-73.0501719,33.09681378,11.75024193,3.735,3.74,3.75,-17.73151921,-18.56786846,-19.40147845,-20.36808031,-4.67290213,-5.87544481,-7.37200651,-8.80623607,-12.87613406,-13.55553106,-14.33659711,-15.0504471,-21.72535207,-21.94506344,-21.78793411,-21.60524501
104,3.75,10.3448367,-64.59617121,38.27527321,10.49418468,3.74,3.745,3.755,-18.56786846,-19.40147845,-20.36808031,-21.3825405,-5.87544481,-7.37200651,-8.80623607,-10.49421857,-13.55553106,-14.33659711,-15.0504471,-15.82058734,-21.94506344,-21.78793411,-21.60524501,-21.15102691
105,3.755,11.07150075,-56.04257555,43.13758238,9.06766046,3.745,3.75,3.76,-19.40147845,-20.36808031,-21.3825405,-22.42001604,-7.37200651,-8.80623607,-10.49421857,-12.39681427,-14.33659711,-15.0504471,-15.82058734,-16.57846905,-21.78793411,-21.60524501,-21.15102691,-20.5287697
106,3.76,11.33159562,-47.55339344,47.62189136,7.52880276,3.75,3.755,3.765,-20.36808031,-21.3825405,-22.42001604,-23.44606491,-8.80623607,-10.49421857,-12.39681427,-14.58242857,-15.0504471,-15.82058734,-16.57846905,-17.32121098,-21.60524501,-21.15102691,-20.5287697,-19.77805618
107,3.765,11.18163144,-39.31460212,51.7324935,5.92607174,3.755,3.76,3.77,-21.3825405,-22.42001604,-23.44606491,-24.60697817,-10.49421857,-12.39681427,-14.58242857,-16.72643303,-15.82058734,-16.57846905,-17.32121098,-17.95233065,-21.15102691,-20.5287697,-19.77805618,-19.1104978
108,3.77,10.70441279,-31.52263031,55.50123401,4.30373955,3.76,3.765,3.775,-22.42001604,-23.44606491,-24.60697817,-25.78856535,-12.39681427,-14.58242857,-16.72643303,-19.03680508,-16.57846905,-17.32121098,-17.95233065,-18.54477192,-20.5287697,-19.77805618,-19.1104978,-18.36527966
109,3.775,9.979959,-24.37144863,58.93743352,2.69882769,3.765,3.77,3.78,-23.44606491,-24.60697817,-25.78856535,-27.02143816,-14.58242857,-16.72643303,-19.03680508,-21.387415,-17.32121098,-17.95233065,-18.54477192,-19.05635765,-19.77805618,-19.1104978,-18.36527966,-17.66454706
110,3.78,9.05239218,-18.03187026,62.01758891,1.13665779,3.77,3.775,3.785,-24.60697817,-25.78856535,-27.02143816,-28.29954617,-16.72643303,-19.03680508,-21.387415,-23.69383424,-17.95233065,-18.54477192,-19.05635765,-19.47556549,-19.1104978,-18.36527966,-17.66454706,-17.01092593
111,3.785,7.91791383,-12.62869528,64.70512629,-0.36622356,3.775,3.78,3.79,-25.78856535,-27.02143816,-28.29954617,-29.63667109,-19.03680508,-21.387415,-23.69383424,-25.87052541,-18.54477192,-19.05635765,-19.47556549,-19.80587234,-18.36527966,-17.66454706,-17.01092593,-16.41241192
112,3.79,6.59807752,-8.20731702,66.97337616,-1.79488693,3.78,3.785,3.795,-27.02143816,-28.29954617,-29.63667109,-31.05716055,-21.387415,-23.69383424,-25.87052541,-27.74268613,-19.05635765,-19.47556549,-19.80587234,-20.0234136,-17.66454706,-17.01092593,-16.41241192,-15.9506649
113,3.795,5.05638234,-4.72023783,68.78357145,-3.143923,3.785,3.79,3.8,-28.29954617,-29.63667109,-31.05716055,-32.47870124,-23.69383424,-25.87052541,-27.74268613,-29.54320476,-19.47556549,-19.80587234,-20.0234136,-20.21747807,-17.01092593,-16.41241192,-15.9506649,-15.34335283
114,3.8,3.50607589,-2.06956801,70.09830994,-4.4107951,3.79,3.795,3.805,-29.63667109,-31.05716055,-32.47870124,-33.93504543,-25.87052541,-27.74268613,-29.54320476,-31.07587121,-19.80587234,-20.0234136,-20.21747807,-20.32547323,-16.41241192,-15.9506649,-15.34335283,-14.84067137
115,3.805,-3.80773302,1.95500438,70.88725583,-5.59797307,3.795,3.8,3.81,-31.05716055,-32.47870124,-33.93504543,-35.42984728,-27.74268613,-29.54320476,-31.07587121,-32.25767621,-20.0234136,-20.21747807,-20.32547323,-20.34183123,-15.9506649,-15.34335283,-14.84067137,-14.43801395
116,3.81,-3.56605721,2.06704058,71.13990501,-6.71410105,3.8,3.805,3.815,-32.47870124,-33.93504543,-35.42984728,-36.95618936,-29.54320476,-31.07587121,-32.25767621,-33.25680812,-20.21747807,-20.32547323,-20.34183123,-20.32631483,-15.34335283,-14.84067137,-14.43801395,-13.92947412
117,3.815,-3.11783057,2.17426055,70.8687149,-7.77368678,3.805,3.81,3.82,-33.93504543,-35.42984728,-36.95618936,-38.50040485,-31.07587121,-32.25767621,-33.25680812,-33.96143758,-20.32547323,-20.34183123,-20.32631483,-20.24724344,-14.84067137,-14.43801395,-13.92947412,-13.48913165
118,3.82,-2.48735277,2.2723996,70.1119987,-8.79206255,3.81,3.815,3.825,-35.42984728,-36.95618936,-38.50040485,-40.06950708,-32.25767621,-33.25680812,-33.96143758,-34.37939319,-20.34183123,-20.32631483,-20.24724344,-20.11814266,-14.43801395,-13.92947412,-13.48913165,-13.11012612
119,3.825,-1.77141175,2.3522275,68.91903517,-9.78929695,3.815,3.82,3.83,-36.95618936,-38.50040485,-40.06950708,-41.63030941,-33.25680812,-33.96143758,-34.37939319,-34.57784878,-20.32631483,-20.24724344,-20.11814266,-19.91873666,-13.92947412,-13.48913165,-13.11012612,-12.66783844
120,3.83,-1.36824287,2.38025516,67.35372306,-10.78424779,3.82,3.825,3.835,-38.50040485,-40.06950708,-41.63030941,-43.19353246,-33.96143758,-34.37939319,-34.57784878,-34.50779204,-20.24724344,-20.11814266,-19.91873666,-19.69695327,-13.48913165,-13.11012612,-12.66783844,-12.25935951
121,3.835,-0.81659975,2.38906567,65.4907151,-11.79180463,3.825,3.83,3.84,-40.06950708,-41.63030941,-43.19353246,-44.73498925,-34.37939319,-34.57784878,-34.50779204,-34.22524497,-20.11814266,-19.91873666,-19.69695327,-19.4326944,-13.11012612,-12.66783844,-12.25935951,-11.87591197
122,3.84,-0.1479012,2.3771879,63.41070595,-12.82484421,3.83,3.835,3.845,-41.63030941,-43.19353246,-44.73498925,-46.25232712,-34.57784878,-34.50779204,-34.22524497,-33.73849018,-19.91873666,-19.69695327,-19.4326944,-19.143111,-12.66783844,-12.25935951,-11.87591197,-11.49749389
123,3.845,0.60157325,2.34393013,61.19239052,-13.89284209,3.835,3.84,3.85,-43.19353246,-44.73498925,-46.25232712,-47.71725411,-34.50779204,-34.22524497,-33.73849018,-33.10328285,-19.69695327,-19.4326944,-19.143111,-18.81213639,-12.25935951,-11.87591197,-11.49749389,-11.14946714
124,3.85,1.39297864,2.28950374,58.90810887,-15.00046013,3.84,3.845,3.855,-44.73498925,-46.25232712,-47.71725411,-49.15491927,-34.22524497,-33.73849018,-33.10328285,-32.28700009,-19.4326944,-19.143111,-18.81213639,-18.48430942,-11.87591197,-11.49749389,-11.14946714,-10.80548301
125,3.855,2.18718974,2.21506358,56.60283843,-16.15105842,3.845,3.85,3.86,-46.25232712,-47.71725411,-49.15491927,-50.47587766,-33.73849018,-33.10328285,-32.28700009,-31.47852038,-19.143111,-18.81213639,-18.48430942,-18.09775853,-11.49749389,-11.14946714,-10.80548301,-10.53292503
126,3.86,2.9469679,2.122664,54.29628346,-17.34639592,3.85,3.855,3.865,-47.71725411,-49.15491927,-50.47587766,-51.74804857,-33.10328285,-32.28700009,-31.47852038,-30.59024,-18.81213639,-18.48430942,-18.09775853,-17.67909354,-11.14946714,-10.80548301,-10.53292503,-10.24460392
127,3.865,3.63889221,2.01513994,51.98879464,-18.58711074,3.855,3.86,3.87,-49.15491927,-50.47587766,-51.74804857,-52.95545471,-32.28700009,-31.47852038,-30.59024,-29.65952995,-18.48430942,-18.09775853,-17.67909354,-17.28550791,-10.80548301,-10.53292503,-10.24460392,-10.00343227
128,3.87,4.23495486,1.89593038,49.67980504,-19.87513532,3.86,3.865,3.875,-50.47587766,-51.74804857,-52.95545471,-54.06312607,-31.47852038,-30.59024,-29.65952995,-28.75488679,-18.09775853,-17.67909354,-17.28550791,-16.87054054,-10.53292503,-10.24460392,-10.00343227,-9.77736405
129,3.875,4.71376513,1.76886419,47.37255174,-21.21397321,3.865,3.87,3.88,-51.74804857,-52.95545471,-54.06312607,-55.084817,-30.59024,-29.65952995,-28.75488679,-27.89031502,-17.67909354,-17.28550791,-16.87054054,-16.45806331,-10.24460392,-10.00343227,-9.77736405,-9.56765711
130,3.88,5.06131326,1.63792858,45.07929655,-22.60512641,3.87,3.875,3.885,-52.95545471,-54.06312607,-55.084817,-56.02587318,-29.65952995,-28.75488679,-27.89031502,-27.07634369,-17.28550791,-16.87054054,-16.45806331,-16.0508607,-10.00343227,-9.77736405,-9.56765711,-9.36897914
131,3.885,5.27123835,1.50704083,42.80639187,-24.04853169,3.875,3.88,3.89,-54.06312607,-55.084817,-56.02587318,-56.8976239,-28.75488679,-27.89031502,-27.07634369,-26.29102456,-16.87054054,-16.45806331,-16.0508607,-15.66192409,-9.77736405,-9.56765711,-9.36897914,-9.14773338
132,3.89,5.34458929,1.37984336,40.55593759,-25.54035603,3.88,3.885,3.895,-55.084817,-56.02587318,-56.8976239,-57.69346878,-27.89031502,-27.07634369,-26.29102456,-25.5592052,-16.45806331,-16.0508607,-15.66192409,-15.27026229,-9.56765711,-9.36897914,-9.14773338,-8.95175839
133,3.895,5.28913874,1.25953752,38.32686744,-27.07250286,3.885,3.89,3.9,-56.02587318,-56.8976239,-57.69346878,-58.41835282,-27.07634369,-26.29102456,-25.5592052,-24.87366969,-16.0508607,-15.66192409,-15.27026229,-14.88119622,-9.36897914,-9.14773338,-8.95175839,-8.76908253
134,3.9,5.11834245,1.14876534,36.12505378,-28.6332636,3.89,3.895,3.905,-56.8976239,-57.69346878,-58.41835282,-59.00966444,-26.29102456,-25.5592052,-24.87366969,-24.33975968,-15.66192409,-15.27026229,-14.88119622,-14.46122367,-9.14773338,-8.95175839,-8.76908253,-8.673766
135,3.905,4.85001485,1.04954109,33.96168388,-30.20939934,3.895,3.9,3.91,-57.69346878,-58.41835282,-59.00966444,-59.63286466,-25.5592052,-24.87366969,-24.33975968,-23.68264158,-15.27026229,-14.88119622,-14.46122367,-14.08617614,-8.95175839,-8.76908253,-8.673766,-8.4771921
136,3.91,4.50479058,0.96322932,31.85359304,-31.78612161,3.9,3.905,3.915,-58.41835282,-59.00966444,-59.63286466,-60.13386973,-24.87366969,-24.33975968,-23.68264158,-23.14611553,-14.88119622,-14.46122367,-14.08617614,-13.69696161,-8.76908253,-8.673766,-8.4771921,-8.34052649
137,3.915,4.11040102,0.89123195,29.81456948,-33.34937105,3.905,3.91,3.92,-59.00966444,-59.63286466,-60.13386973,-60.60880584,-24.33975968,-23.68264158,-23.14611553,-22.54861869,-14.46122367,-14.08617614,-13.69696161,-13.31910992,-8.673766,-8.4771921,-8.34052649,-8.17274811
138,3.92,3.68389439,0.83330327,27.85435272,-34.88761377,3.91,3.915,3.925,-59.63286466,-60.13386973,-60.60880584,-61.04412844,-23.68264158,-23.14611553,-22.54861869,-21.94675024,-14.08617614,-13.69696161,-13.31910992,-12.9329837,-8.4771921,-8.34052649,-8.17274811,-8.01746562
139,3.925,3.23670294,0.78809954,25.97679218,-36.39213221,3.915,3.92,3.93,-60.13386973,-60.60880584,-61.04412844,-61.43293482,-23.14611553,-22.54861869,-21.94675024,-21.34139134,-13.69696161,-13.31910992,-12.9329837,-12.54753969,-8.34052649,-8.17274811,-8.01746562,-7.86526027
140,3.93,2.78891174,0.75510947,24.1809396,-37.85832337,3.92,3.925,3.935,-60.60880584,-61.04412844,-61.43293482,-61.80235675,-22.54861869,-21.94675024,-21.34139134,-20.70076705,-13.31910992,-12.9329837,-12.54753969,-12.16605037,-8.17274811,-8.01746562,-7.86526027,-7.68859402
141,3.935,2.3566116,0.73344648,22.45935913,-39.28672831,3.925,3.93,3.94,-61.04412844,-61.43293482,-61.80235675,-62.09971361,-21.94675024,-21.34139134,-20.70076705,-20.06318269,-12.9329837,-12.54753969,-12.16605037,-11.77163422,-8.01746562,-7.86526027,-7.68859402,-7.58750813
142,3.94,1.95175317,0.72195022,20.80281905,-40.68052673,3.93,3.935,3.945,-61.43293482,-61.80235675,-62.09971361,-62.36072165,-21.34139134,-20.70076705,-20.06318269,-19.45191496,-12.54753969,-12.16605037,-11.77163422,-11.37110171,-7.86526027,-7.68859402,-7.58750813,-7.44132631
143,3.945,1.58227256,0.71928036,19.19940054,-42.04449506,3.935,3.94,3.95,-61.80235675,-62.09971361,-62.36072165,-62.59050333,-20.70076705,-20.06318269,-19.45191496,-18.78182355,-12.16605037,-11.77163422,-11.37110171,-10.98082595,-7.68859402,-7.58750813,-7.44132631,-7.30636137
144,3.95,1.2523889,0.72399688,17.63505788,-43.38489659,3.94,3.945,3.955,-62.09971361,-62.36072165,-62.59050333,-62.77013372,-20.06318269,-19.45191496,-18.78182355,-18.12534395,-11.77163422,-11.37110171,-10.98082595,-10.56801919,-7.58750813,-7.44132631,-7.30636137,-7.19659622
145,3.955,0.96301611,0.7346247,16.09644057,-44.70791844,3.945,3.95,3.96,-62.36072165,-62.59050333,-62.77013372,-62.92496963,-19.45191496,-18.78182355,-18.12534395,-17.46452668,-11.37110171,-10.98082595,-10.56801919,-10.15263988,-7.44132631,-7.30636137,-7.19659622,-7.0840705
146,3.96,0.7122686,0.74970518,14.57429471,-46.01833117,3.95,3.955,3.965,-62.59050333,-62.77013372,-62.92496963,-63.02794678,-18.78182355,-18.12534395,-17.46452668,-16.80909096,-10.98082595,-10.56801919,-10.15263988,-9.73631494,-7.30636137,-7.19659622,-7.0840705,-6.97099221
147,3.965,0.49602313,0.76783721,13.06739658,-47.32059975,3.955,3.96,3.97,-62.77013372,-62.92496963,-63.02794678,-63.08011081,-18.12534395,-17.46452668,-16.80909096,-16.15269399,-10.56801919,-10.15263988,-9.73631494,-9.29328818,-7.19659622,-7.0840705,-6.97099221,-6.87833603
148,3.97,0.30848157,0.7877105,11.57079288,-48.61745643,3.96,3.965,3.975,-62.92496963,-63.02794678,-63.08011081,-63.11305959,-17.46452668,-16.80909096,-16.15269399,-15.51667878,-10.15263988,-9.73631494,-9.29328818,-8.85747419,-7.0840705,-6.97099221,-6.87833603,-6.79022171
149,3.975,0.14269847,0.80813296,10.07686869,-49.91187318,3.965,3.97,3.98,-63.02794678,-63.08011081,-63.11305959,-63.06887904,-16.80909096,-16.15269399,-15.51667878,-14.84996513,-9.73631494,-9.29328818,-8.85747419,-8.40929253,-6.97099221,-6.87833603,-6.79022171,-6.70297166
150,3.98,-0.00894331,0.82805363,8.57548421,-51.20728227,3.97,3.975,3.985,-63.08011081,-63.11305959,-63.06887904,-63.01135251,-16.15269399,-15.51667878,-14.84996513,-14.22537935,-9.29328818,-8.85747419,-8.40929253,-7.97583299,-6.87833603,-6.79022171,-6.70297166,-6.61302764
151,3.985,-0.15431048,0.8465819,7.05497185,-52.50728936,3.975,3.98,3.99,-63.11305959,-63.06887904,-63.01135251,-62.88881162,-15.51667878,-14.84996513,-14.22537935,-13.59144153,-8.85747419,-8.40929253,-7.97583299,-7.52874333,-6.79022171,-6.70297166,-6.61302764,-6.53392489
152,3.99,-0.30114132,0.86300334,5.50725314,-53.81527961,3.98,3.985,3.995,-63.06887904,-63.01135251,-62.88881162,-62.75046096,-14.84996513,-14.22537935,-13.59144153,-12.92651196,-8.40929253,-7.97583299,-7.52874333,-7.05259823,-6.70297166,-6.61302764,-6.53392489,-6.50636292
153,3.995,-0.45670048,0.87679196,3.93052525,-55.13511879,3.985,3.99,4.0,-63.01135251,-62.88881162,-62.75046096,-62.53172488,-14.22537935,-13.59144153,-12.92651196,-12.34258932,-7.97583299,-7.52874333,-7.05259823,-6.63594343,-6.61302764,-6.53392489,-6.50636292,-6.41191265
154,4.0,-0.62746672,0.88761783,2.33081314,-56.47129748,3.99,3.995,4.005,-62.88881162,-62.75046096,-62.53172488,-62.27578619,-13.59144153,-12.92651196,-12.34258932,-11.77932799,-7.52874333,-7.05259823,-6.63594343,-6.22738746,-6.53392489,-6.50636292,-6.41191265,-6.31747164
155,4.005,-0.81888489,0.89534724,0.72048911,-57.82907241,3.995,4.0,4.01,-62.75046096,-62.53172488,-62.27578619,-62.00260556,-12.92651196,-12.34258932,-11.77932799,-11.14936413,-7.05259823,-6.63594343,-6.22738746,-5.79339366,-6.50636292,-6.41191265,-6.31747164,-6.27803038
156,4.01,-1.03520481,0.90003372,-0.88435019,-59.21497168,4.0,4.005,4.015,-62.53172488,-62.27578619,-62.00260556,-61.63614244,-12.34258932,-11.77932799,-11.14936413,-10.6621324,-6.63594343,-6.22738746,-5.79339366,-5.41820305,-6.41191265,-6.31747164,-6.27803038,-6.16073966
157,4.015,-1.27938174,0.90190041,-2.46760688,-60.63654068,4.005,4.01,4.02,-62.27578619,-62.00260556,-61.63614244,-61.22533362,-11.77932799,-11.14936413,-10.6621324,-10.15920945,-6.22738746,-5.79339366,-5.41820305,-5.03547903,-6.31747164,-6.27803038,-6.16073966,-6.07237298
158,4.02,-1.55303184,0.90131531,-4.01340673,-62.10108191,4.01,4.015,4.025,-62.00260556,-61.63614244,-61.22533362,-60.77797922,-11.14936413,-10.6621324,-10.15920945,-9.68804584,-5.79339366,-5.41820305,-5.03547903,-4.69545388,-6.27803038,-6.16073966,-6.07237298,-5.95295407
159,4.025,-1.85647068,0.89876104,-5.50751987,-63.61530734,4.015,4.02,4.03,-61.63614244,-61.22533362,-60.77797922,-60.28387047,-10.6621324,-10.15920945,-9.68804584,-9.28342194,-5.41820305,-5.03547903,-4.69545388,-4.36680438,-6.16073966,-6.07237298,-5.95295407,-5.86175549
160,4.03,-2.18883339,0.8948012,-6.93702624,-65.18493024,4.02,4.025,4.035,-61.22533362,-60.77797922,-60.28387047,-59.72848589,-10.15920945,-9.68804584,-9.28342194,-8.78461827,-5.03547903,-4.69545388,-4.36680438,-4.05418205,-6.07237298,-5.95295407,-5.86175549,-5.71414649
161,4.035,-2.53930278,0.89104226,-8.29157214,-66.81379819,4.025,4.03,4.04,-60.77797922,-60.28387047,-59.72848589,-59.14747596,-9.68804584,-9.28342194,-8.78461827,-8.36493842,-4.69545388,-4.36680438,-4.05418205,-3.786793,-5.95295407,-5.86175549,-5.71414649,-5.55852736
162,4.04,-2.90289272,0.88828094,-9.5645629,-68.50296012,4.03,4.035,4.045,-60.28387047,-59.72848589,-59.14747596,-58.50614934,-9.28342194,-8.78461827,-8.36493842,-8.04618239,-4.36680438,-4.05418205,-3.786793,-3.53866985,-5.86175549,-5.71414649,-5.55852736,-5.41417069
163,4.045,-3.27810268,0.8868462,-10.75451071,-70.25024105,4.035,4.04,4.05,-59.72848589,-59.14747596,-58.50614934,-57.78979046,-8.78461827,-8.36493842,-8.04618239,-7.7165673,-4.05418205,-3.786793,-3.53866985,-3.32572181,-5.71414649,-5.55852736,-5.41417069,-5.23383809
164,4.05,-3.65902377,0.8874552,-11.86359025,-72.04887276,4.04,4.045,4.055,-59.14747596,-58.50614934,-57.78979046,-57.07574952,-8.36493842,-8.04618239,-7.7165673,-7.25296083,-3.786793,-3.53866985,-3.32572181,-3.09737216,-5.55852736,-5.41417069,-5.23383809,-5.01392687
165,4.055,-4.03926703,0.89077006,-12.89583925,-73.88741719,4.045,4.05,4.06,-58.50614934,-57.78979046,-57.07574952,-56.30271674,-8.04618239,-7.7165673,-7.25296083,-6.95481771,-3.53866985,-3.32572181,-3.09737216,-2.94082916,-5.41417069,-5.23383809,-5.01392687,-4.81748091
166,4.06,-4.41218245,0.89738372,-13.85466368,-75.75098799,4.05,4.055,4.065,-57.78979046,-57.07574952,-56.30271674,-55.45034554,-7.7165673,-7.25296083,-6.95481771,-6.69662613,-3.32572181,-3.09737216,-2.94082916,-2.78520294,-5.23383809,-5.01392687,-4.81748091,-4.60001685
167,4.065,-4.7710302,0.90781219,-14.74272252,-77.62386968,4.055,4.06,4.07,-57.07574952,-56.30271674,-55.45034554,-54.58330145,-7.25296083,-6.95481771,-6.69662613,-6.30220308,-3.09737216,-2.94082916,-2.78520294,-2.63232127,-5.01392687,-4.81748091,-4.60001685,-4.34824721
